DATE,OPEN,CLOSE,HIGH,LOW,LTP,VOLUME,VALUE,NO OF TRADES
2024-01-29,1036.0,1061.25,1068.0,1036.0,1060.85,11188604,11838909653.55,205125
2024-01-25,1058.0,1042.25,1063.7,1025.8,1050.1,20835434,21626312133.15,393518
2024-01-24,1034.8,1059.15,1073.2,1020.9,1059.6,20884046,21939693940.1,381021
2024-01-23,1125.9,1089.25,1141.6,1078.8,1082.0,18924087,20844533168.65,298496
2024-01-20,1121.0,1121.0,1126.45,1102.8,1118.1,5055594,5639882327.7,113131
2024-01-19,1107.15,1116.55,1126.3,1105.0,1116.0,12303696,13760961329.1,348516
2024-01-18,1066.0,1097.5,1108.75,1066.0,1093.25,11473135,12572042567.15,264860
2024-01-17,1082.0,1082.3,1115.0,1079.2,1080.75,24913719,27286173643.85,534448
2024-01-16,1116.65,1119.1,1127.8,1115.1,1120.2,5229753,5866922578.85,151286
2024-01-15,1122.0,1119.5,1130.45,1116.6,1120.5,6719079,7533658320.55,248969
2024-01-12,1126.35,1120.35,1129.45,1118.05,1119.05,5616755,6303528702.2,248340
2024-01-11,1111.05,1125.75,1127.9,1111.05,1125.0,4683035,5257489790.3,143442
2024-01-10,1115.25,1107.0,1116.0,1099.05,1106.95,5934163,6563841404.3,133259
2024-01-09,1128.55,1116.55,1135.55,1112.35,1118.8,6359362,7149764859.7,184213
2024-01-08,1145.0,1122.0,1146.0,1118.5,1122.0,4735538,5358548732.15,140745
2024-01-05,1124.0,1136.95,1139.9,1119.0,1134.3,8025466,9078562317.5,193046
2024-01-04,1103.0,1123.4,1130.0,1100.05,1125.0,11411683,12782778096.05,179554
2024-01-03,1091.0,1098.6,1102.6,1081.3,1098.0,10225290,11184474919.7,232835
2024-01-02,1095.1,1093.25,1099.35,1082.3,1089.25,7895577,8617345938.55,187704
2024-01-01,1095.0,1097.7,1104.0,1093.0,1095.0,4083732,4491102999.5,160126
2023-12-29,1101.45,1102.3,1106.85,1093.95,1100.1,8786731,9671968618.4,240614
2023-12-28,1107.25,1107.85,1113.0,1098.0,1105.45,14097667,15604186879.5,245184
2023-12-27,1096.05,1106.35,1110.55,1089.65,1105.15,6132936,6738856890.5,176530
2023-12-26,1091.2,1094.25,1100.65,1086.7,1095.1,5687517,6230284824.95,172889
2023-12-22,1095.4,1088.3,1106.3,1085.8,1087.0,10600025,11620111915.2,218277
2023-12-21,1103.9,1095.4,1103.9,1077.2,1097.5,10914682,11864290405.9,221320
2023-12-20,1122.0,1110.25,1123.85,1102.7,1106.0,9848057,10952482841.95,190862
2023-12-19,1123.8,1120.25,1126.85,1114.2,1118.1,6824641,7645647743.95,174957
2023-12-18,1119.7,1111.35,1120.0,1107.2,1111.0,7922468,8825909720.2,262111
2023-12-15,1119.2,1120.35,1127.85,1108.6,1119.0,12048410,13465133552.55,323172
2023-12-14,1132.4,1120.45,1138.6,1117.9,1122.55,9421193,10620970058.85,232736
2023-12-13,1150.0,1114.85,1151.0,1111.45,1116.9,8184523,9167667504.25,215402
2023-12-12,1120.0,1131.0,1133.9,1109.0,1131.0,9044111,10162800910.35,257865
2023-12-11,1129.0,1116.5,1139.4,1113.85,1115.0,6924589,7765283070.7,147123
2023-12-08,1115.85,1131.2,1134.35,1111.5,1133.45,7300989,8185352019.6,159412
2023-12-07,1119.25,1117.85,1129.6,1108.5,1120.65,6439419,7205263307.4,147192
2023-12-06,1135.1,1120.5,1145.7,1117.95,1119.1,7342767,8280619747.55,179983
2023-12-05,1136.8,1132.45,1151.85,1127.15,1132.95,15804808,17987409745.6,310273
