DATE,OPEN,CLOSE,HIGH,LOW,LTP,VOLUME,VALUE,NO OF TRADES
2023-08-18,2531.25,2556.8,2577.6,2508.55,2551.05,9319989,23701983763.1,293106
2023-08-17,2567.1,2538.0,2578.1,2532.85,2534.05,6836872,17439652935.65,305866
2023-08-16,2551.0,2575.15,2582.8,2551.0,2571.95,5101556,13101545280.6,157128
2023-08-14,2539.0,2577.25,2582.3,2525.0,2573.2,4787906,12271588459.95,248402
2023-08-11,2532.45,2547.15,2558.85,2512.35,2542.0,11089665,28118225498.75,247074
2023-08-10,2524.95,2536.45,2550.0,2508.45,2536.0,7735299,19595355860.3,257586
2023-08-09,2504.85,2525.2,2529.0,2481.1,2522.0,5743293,14356384371.85,269092
2023-08-08,2528.0,2508.65,2534.45,2499.55,2503.75,4922036,12377291186.25,199690
2023-08-07,2521.0,2523.85,2528.4,2505.0,2523.5,2991435,7534973865.1,144288
2023-08-04,2498.8,2509.55,2516.0,2471.6,2508.0,11442805,28575603699.1,292077
2023-08-03,2475.3,2475.9,2500.9,2458.05,2474.5,5084175,12579630763.1,227047
2023-08-02,2509.2,2486.35,2512.0,2463.6,2484.05,6374107,15842903032.05,330411
2023-08-01,2555.0,2513.2,2559.0,2505.3,2517.7,4768316,12039288137.45,198132
2023-07-31,2527.85,2549.25,2553.9,2517.95,2546.0,4275587,10862927967.25,169076
2023-07-28,2512.05,2527.85,2542.85,2500.55,2528.2,10413926,26230615302.1,333806
2023-07-27,2534.05,2502.7,2537.65,2490.35,2515.0,8613449,21612819116.55,299635
2023-07-26,2485.0,2526.2,2547.0,2485.0,2526.0,6455506,16309370484.5,255390
2023-07-25,2494.0,2485.8,2505.2,2480.0,2484.0,6013010,14988681530.35,242346
2023-07-24,2481.0,2487.4,2514.95,2469.3,2488.0,11863933,29560118805.0,441158
2023-07-21,2609.0,2538.75,2614.9,2523.6,2555.0,15124619,38565157004.35,457107
2023-07-20,2580.0,2619.85,2630.95,2580.0,2623.0,19358812,50603956720.15,415393
2023-07-19,2830.0,2841.85,2856.0,2797.0,2853.0,18054869,51039578142.75,441824
2023-07-18,2817.0,2820.45,2837.45,2793.0,2822.6,11937761,33601845465.45,332862
2023-07-17,2747.0,2796.7,2815.05,2728.0,2795.2,10254545,28510731060.6,386729
2023-07-14,2750.0,2740.7,2760.9,2725.1,2751.0,6979790,19117813181.4,201319
2023-07-13,2783.9,2743.0,2799.0,2737.25,2748.0,6776172,18798357651.3,254196
2023-07-12,2766.3,2767.75,2802.0,2761.65,2765.0,8645662,24048764830.55,348082
2023-07-11,2752.9,2764.7,2770.0,2737.6,2769.0,9262001,25519975405.9,306208
2023-07-10,2688.9,2735.05,2756.0,2675.0,2735.25,15340262,41871995571.75,452960
2023-07-07,2635.0,2633.6,2664.95,2628.0,2629.0,6172684,16329164522.95,231715
2023-07-06,2576.05,2638.75,2644.45,2576.05,2633.3,8822948,23191525858.6,242971
2023-07-05,2609.0,2584.5,2609.0,2575.8,2588.0,4729479,12229954790.4,163146
2023-07-04,2625.0,2588.75,2625.0,2573.25,2588.0,3720447,9630911136.45,157756
2023-07-03,2558.05,2615.7,2622.0,2555.35,2612.0,5609248,14564207451.25,205284
2023-06-30,2546.4,2550.25,2556.65,2533.45,2553.35,5146441,13091251360.2,223168
2023-06-28,2513.0,2529.5,2537.85,2497.85,2530.35,5239872,13233213873.0,190293
2023-06-27,2496.55,2496.45,2509.5,2486.65,2495.0,4471687,11162430554.95,157574
2023-06-26,2507.0,2495.55,2515.4,2488.7,2495.25,5833893,14584960042.7,140793
2023-06-23,2528.9,2514.75,2533.4,2512.0,2517.8,3059084,7713644596.4,136010
2023-06-22,2556.0,2535.5,2573.3,2532.0,2539.0,3516244,8970824759.4,179274
2023-06-21,2557.0,2564.3,2569.85,2548.0,2564.9,3212779,8231021944.9,135010
2023-06-20,2547.55,2557.1,2564.0,2535.0,2561.5,3194085,8140454943.7,119189
2023-06-19,2584.0,2551.8,2584.0,2542.65,2550.5,3137532,8019025286.3,130037
2023-06-16,2560.2,2577.4,2582.4,2560.2,2575.0,11155180,28722202805.5,237630
2023-06-15,2551.8,2552.55,2562.55,2535.5,2550.15,5451926,13911315989.45,193503
2023-06-14,2521.0,2551.85,2555.0,2517.0,2546.25,6127509,15572120760.55,255684
2023-06-13,2495.0,2520.85,2523.45,2486.25,2517.9,5190958,13024409119.2,179929
2023-06-12,2475.5,2484.15,2489.2,2465.0,2488.0,2949893,7315018537.5,155197
2023-06-09,2507.0,2481.95,2508.55,2478.0,2482.0,2712243,6764300003.7,154585
2023-06-08,2506.0,2499.65,2516.85,2491.0,2505.0,5570815,13949925583.1,176663
2023-06-07,2487.0,2498.15,2500.0,2472.6,2498.0,4759238,11836509766.3,187387
2023-06-06,2483.45,2479.35,2487.7,2462.0,2483.8,3458161,8554457378.7,167754
2023-06-05,2467.2,2477.25,2483.75,2458.45,2479.95,5034355,12435536493.3,161758
2023-06-02,2471.0,2455.2,2482.85,2451.0,2455.25,7291995,17933384336.15,160655
