SYMBOL,SERIES,CLOSE
KOTAKSILVE,EQ,70.83
KOTARISUG,EQ,54.25
KOTHARIPET,EQ,155.85
KOTHARIPRO,EQ,155.2
KPIGREEN,EQ,1515.2
KPIL,EQ,744.8
KPITTECH,EQ,1415.45
KPRMILL,EQ,769.3
KRBL,EQ,361.1
KREBSBIO,EQ,71.25
KRISHANA,EQ,231.05
KRITI,EQ,130.3
KRITINUT,EQ,122.45
KRSNAA,EQ,681.7
KSB,EQ,3452.3
KSCL,EQ,667.35
KSL,EQ,587.6
KSOLVES,EQ,1258.45
KTKBANK,EQ,246.55
KUANTUM,EQ,174.3
L&TFH,EQ,166.9
LAGNAM,EQ,89.35
LAL,EQ,341.45
LALPATHLAB,EQ,2400.5
LAMBODHARA,EQ,161.2
LANDMARK,EQ,820.9
LAOPALA,EQ,362.7
LASA,EQ,32.2
LATENTVIEW,EQ,452.95
LATTEYS,EQ,23.65
LAURUSLABS,EQ,378.8
LAXMICOT,EQ,29.8
LAXMIMACH,EQ,13189.4
LEMONTREE,EQ,138.5
LFIC,EQ,173.35
LGBBROSLTD,EQ,1290.65
LGBFORGE,EQ,12.15
LIBAS,EQ,19.15
LIBERTSHOE,EQ,362.85
LICHSGFIN,EQ,579.2
LICI,EQ,903.5
LICMFGOLD,EQ,5693.45
LICNETFGSC,EQ,24.61
LICNETFN50,EQ,232.61
LICNETFSEN,EQ,777.08
LICNFNHGP,EQ,232.52
LIKHITHA,EQ,256.6
LINC,EQ,633.5
LINCOLN,EQ,661.6
LINDEINDIA,EQ,5714.65
LIQUID,EQ,999.99
LIQUIDBEES,EQ,1000.0
LIQUIDCASE,EQ,100.29
LIQUIDETF,EQ,999.99
LIQUIDIETF,EQ,1000.0
LIQUIDSBI,EQ,1000.01
LLOYDSENGG,EQ,49.3
LLOYDSME,EQ,596.05
LODHA,EQ,1056.05
LOKESHMACH,EQ,344.25
LORDSCHLO,EQ,138.8
LOTUSEYE,EQ,80.1
LOVABLE,EQ,152.7
LOWVOL,EQ,172.77
LOWVOLIETF,EQ,186.11
LOYALTEX,EQ,644.25
LPDC,EQ,10.4
LT,EQ,3593.45
LTFOODS,EQ,196.1
LTGILTBEES,EQ,25.01
LTIM,EQ,5494.65
LTTS,EQ,5385.9
LUMAXIND,EQ,2456.25
LUMAXTECH,EQ,367.4
LUPIN,EQ,1454.05
LUXIND,EQ,1254.85
LXCHEM,EQ,271.0
M&M,EQ,1635.5
M&MFIN,EQ,270.15
MAANALU,EQ,142.75
MADRASFERT,EQ,119.45
MAFANG,EQ,75.86
MAGADSUGAR,EQ,626.9
MAGNUM,EQ,70.1
MAHABANK,EQ,53.4
MAHAPEXLTD,EQ,142.15
MAHASTEEL,EQ,108.5
MAHEPC,EQ,146.6
MAHESHWARI,EQ,77.4
MAHKTECH,EQ,12.96
MAHLIFE,EQ,556.1
MAHLOG,EQ,433.2
MAHSCOOTER,EQ,7337.95
MAHSEAMLES,EQ,994.1
MAITHANALL,EQ,1074.6
MAKEINDIA,EQ,111.38
MALLCOM,EQ,1093.65
MALUPAPER,EQ,60.95
MANAKALUCO,EQ,43.4
MANAKSIA,EQ,132.35
MANAKSTEEL,EQ,92.75
MANALIPETC,EQ,76.85
MANAPPURAM,EQ,178.0
MANGALAM,EQ,101.2
MANGCHEFER,EQ,152.75
MANGLMCEM,EQ,666.3
MANINDS,EQ,368.35
MANINFRA,EQ,225.75
MANKIND,EQ,2030.4
MANORAMA,EQ,1953.95
MANORG,EQ,405.95
MANYAVAR,EQ,1125.05
MAPMYINDIA,EQ,2020.05
MARALOVER,EQ,77.5
MARATHON,EQ,407.45
MARICO,EQ,525.1
MARKSANS,EQ,145.95
MARSHALL,EQ,44.4
MARUTI,EQ,9881.0
MASFIN,EQ,984.15
MASPTOP50,EQ,36.41
MASTEK,EQ,2748.5
MATRIMONY,EQ,538.6
MAWANASUG,EQ,95.05
MAXESTATES,EQ,288.1
MAXHEALTH,EQ,732.5
MAXIND,EQ,214.3
MAYURUNIQ,EQ,546.45
MAZDA,EQ,1543.2
MAZDOCK,EQ,2343.5
MBAPL,EQ,279.25
MCDOWELL-N,EQ,1096.0
MCX,EQ,3221.1
MEDANTA,EQ,1107.5
MEDIASSIST,EQ,464.3
MEDICAMEQ,EQ,537.0
MEDICO,EQ,87.65
MEDPLUS,EQ,723.0
MEGASTAR,EQ,362.9
MENONBE,EQ,141.35
METROBRAND,EQ,1179.9
METROPOLIS,EQ,1558.65
MFSL,EQ,878.2
MGEL,EQ,20.75
MGL,EQ,1374.15
MHRIL,EQ,397.65
MID150BEES,EQ,178.49
MIDCAPETF,EQ,17.58
MIDCAPIETF,EQ,178.52
MIDHANI,EQ,500.6
MIDSELIETF,EQ,139.79
MINDACORP,EQ,408.2
MINDTECK,EQ,234.55
MIRZAINT,EQ,59.4
MITTAL,EQ,2.25
MMFL,EQ,920.45
MMP,EQ,197.6
MMTC,EQ,75.3
MODISONLTD,EQ,127.65
MOGSEC,EQ,54.33
MOHEALTH,EQ,33.55
MOHITIND,EQ,22.85
MOIL,EQ,340.95
MOL,EQ,84.8
MOLDTECH,EQ,272.3
MOLDTKPAC,EQ,846.7
MOLOWVOL,EQ,33.71
MOM100,EQ,50.55
MOM30IETF,EQ,28.74
MOM50,EQ,217.52
MOMENTUM,EQ,28.41
MOMOMENTUM,EQ,56.92
MON100,EQ,141.89
MONARCH,EQ,567.4
MONIFTY500,EQ,19.45
MONQ50,EQ,57.22
MONTECARLO,EQ,676.85
MOQUALITY,EQ,164.6
MORARJEE,EQ,28.0
MOREPENLAB,EQ,45.05
MOTHERSON,EQ,115.4
MOTILALOFS,EQ,1732.05
MOTISONS,EQ,198.2
MOVALUE,EQ,82.93
MPHASIS,EQ,2522.4
MPSLTD,EQ,1517.2
MRF,EQ,136857.95
MRO-TEK,EQ,63.15
MRPL,EQ,174.4
MSTCLTD,EQ,918.9
MSUMI,EQ,60.95
MTARTECH,EQ,2110.15
MTNL,EQ,43.7
MUFIN,EQ,208.65
MUFTI,EQ,252.25
MUKANDLTD,EQ,185.4
MUNJALAU,EQ,108.15
MUNJALSHOW,EQ,185.55
MUTHOOTCAP,EQ,332.25
MUTHOOTFIN,EQ,1388.15
MUTHOOTMF,EQ,231.15
MVGJL,EQ,309.2
NACLIND,EQ,74.05
NAGAFERT,EQ,14.45
NAHARCAP,EQ,303.55
NAHARINDUS,EQ,128.55
NAHARPOLY,EQ,230.85
NAHARSPING,EQ,302.15
NAM-INDIA,EQ,516.5
NARMADA,EQ,23.65
NATCOPHARM,EQ,869.8
NATHBIOGEN,EQ,217.95
NATIONALUM,EQ,141.1
NAUKRI,EQ,4982.55
NAVA,EQ,453.55
NAVINFLUOR,EQ,3344.55
NAVINIFTY,EQ,215.6
NAVKARCORP,EQ,113.0
NAVNETEDUL,EQ,147.2
NAZARA,EQ,910.45
NBCC,EQ,114.7
NBIFIN,EQ,1889.2
NCC,EQ,194.5
NCLIND,EQ,225.75
NDLVENTURE,EQ,104.7
NDTV,EQ,277.8
NECLIFE,EQ,36.1
NELCAST,EQ,169.8
NELCO,EQ,820.0
NEOGEN,EQ,1404.9
NESCO,EQ,827.25
NESTLEIND,EQ,2482.15
NETF,EQ,226.19
NETWEB,EQ,1500.3
NETWORK18,EQ,120.55
NEULANDLAB,EQ,6095.8
NEXT50,EQ,550.59
NEXT50IETF,EQ,56.21
NFL,EQ,125.6
NGIL,EQ,59.25
NGLFINE,EQ,1914.6
NH,EQ,1261.7
NHPC,EQ,83.3
NIACL,EQ,231.4
NIF100BEES,EQ,225.67
NIF100IETF,EQ,238.25
NIFMID150,EQ,174.94
NIFTYBEES,EQ,236.15
NIFTYETF,EQ,225.68
NIFTYIETF,EQ,235.2
NIFTYQLITY,EQ,18.59
NIITLTD,EQ,124.55
NIITMTS,EQ,425.35
NILAINFRA,EQ,10.35
NILKAMAL,EQ,2165.2
NINSYS,EQ,505.25
NIPPOBATRY,EQ,663.2
NIRAJ,EQ,54.05
NITINSPIN,EQ,347.55
NLCINDIA,EQ,239.8
NMDC,EQ,217.15
NOCIL,EQ,270.25
NPBET,EQ,235.07
NRAIL,EQ,508.45
NRBBEARING,EQ,346.65
NRL,EQ,113.75
NSIL,EQ,3084.65
NSLNISP,EQ,58.7
NTPC,EQ,314.75
NURECA,EQ,373.45
NUVAMA,EQ,3505.65
NUVOCO,EQ,347.4
NV20BEES,EQ,133.79
NV20IETF,EQ,130.42
NYKAA,EQ,161.1
OAL,EQ,379.8
OBCL,EQ,63.05
OBEROIRLTY,EQ,1303.95
OCCL,EQ,876.05
OFSS,EQ,6707.3
OIL,EQ,403.1
OLECTRA,EQ,1697.8
OMAXAUTO,EQ,84.45
OMAXE,EQ,95.8
ONEPOINT,EQ,65.85
ONGC,EQ,234.05
ONMOBILE,EQ,113.3
ONWARDTEC,EQ,584.8
OPTIEMUS,EQ,305.1
ORBTEXP,EQ,191.05
ORCHPHARMA,EQ,712.95
ORICONENT,EQ,39.1
ORIENTALTL,EQ,9.6
ORIENTBELL,EQ,374.25
ORIENTCEM,EQ,274.65
ORIENTCER,EQ,53.25
ORIENTELEC,EQ,209.95
ORIENTHOT,EQ,121.2
ORIENTLTD,EQ,89.65
ORIENTPPR,EQ,55.6
ORISSAMINE,EQ,6423.3
ORTINLAB,EQ,21.4
OSIAHYPER,EQ,67.25
OSWALAGRO,EQ,42.95
OSWALGREEN,EQ,37.65
OSWALSEEDS,EQ,51.55
PAGEIND,EQ,36711.1
PAISALO,EQ,107.4
PAKKA,EQ,357.1
PALREDTEC,EQ,204.65
PANACEABIO,EQ,163.3
PANACHE,EQ,73.85
PANAMAPET,EQ,321.75
PANSARI,EQ,101.75
PAR,EQ,206.3
PARACABLES,EQ,110.05
PARADEEP,EQ,81.05
PARAGMILK,EQ,194.9
PARAS,EQ,782.0
PASUPTAC,EQ,41.75
PATANJALI,EQ,1581.45
PATELENG,EQ,60.0
PATINTLOG,EQ,19.6
PAVNAIND,EQ,529.4
PAYTM,EQ,763.05
PCBL,EQ,322.3
PCJEWELLER,EQ,54.1
PDMJEPAPER,EQ,60.25
PDSL,EQ,563.2
PEARLPOLY,EQ,30.85
PEL,EQ,873.95
PENIND,EQ,146.35
PENINLAND,EQ,56.65
PERSISTENT,EQ,8378.75
PETRONET,EQ,256.6
PFC,EQ,419.0
PFIZER,EQ,4289.55
PFOCUS,EQ,116.75
PFS,EQ,55.4
PGEL,EQ,2061.7
PGHH,EQ,17083.5
PGHL,EQ,5275.55
PGIL,EQ,547.7
PHARMABEES,EQ,17.79
PHOENIXLTD,EQ,2296.2
PIDILITIND,EQ,2590.15
PIGL,EQ,66.15
PIIND,EQ,3241.95
PILANIINVS,EQ,2944.45
PILITA,EQ,14.3
PIONEEREMB,EQ,58.25
PITTIENG,EQ,647.0
PIXTRANS,EQ,1261.65
PLASTIBLEN,EQ,308.3
PNB,EQ,104.5
PNBGILTS,EQ,112.55
PNBHOUSING,EQ,820.9
PNC,EQ,55.35
PNCINFRA,EQ,414.8
POCL,EQ,764.3
PODDARMENT,EQ,370.35
POKARNA,EQ,467.5
POLICYBZR,EQ,888.15
POLYCAB,EQ,4343.85
POLYMED,EQ,1424.9
POLYPLEX,EQ,1016.25
PONNIERODE,EQ,418.05
POONAWALLA,EQ,477.7
POWERGRID,EQ,245.5
POWERINDIA,EQ,5889.5
POWERMECH,EQ,4934.45
PPAP,EQ,234.5
PPL,EQ,456.45
PPLPHARMA,EQ,142.8
PRAJIND,EQ,511.5
PRAKASH,EQ,199.75
PRECAM,EQ,238.95
PRECOT,EQ,302.05
PRECWIRE,EQ,143.6
PREMEXPLN,EQ,1429.35
PRESTIGE,EQ,1204.7
PRICOLLTD,EQ,375.8
PRIMESECU,EQ,178.4
PRINCEPIPE,EQ,689.2
PRIVISCL,EQ,1244.65
PROZONER,EQ,38.0
PRSMJOHNSN,EQ,168.15
PRUDENT,EQ,1253.4
PSB,EQ,46.4
PSPPROJECT,EQ,743.45
PSUBNKBEES,EQ,65.95
PSUBNKIETF,EQ,59.7
PTC,EQ,229.55
PTCIL,EQ,7009.9
PTL,EQ,48.6
PUNJABCHEM,EQ,1141.7
PURVA,EQ,247.2
PVRINOX,EQ,1458.75
PVTBANIETF,EQ,228.98
PYRAMID,EQ,186.7
QGOLDHALF,EQ,52.51
QNIFTY,EQ,2283.03
QUAL30IETF,EQ,184.39
QUESS,EQ,483.85
QUICKHEAL,EQ,460.55
RACE,EQ,359.9
RADHIKAJWE,EQ,47.85
RADIANTCMS,EQ,89.8
RADICO,EQ,1653.15
RADIOCITY,EQ,20.1
RAILTEL,EQ,437.75
RAIN,EQ,175.6
RAINBOW,EQ,1217.0
RAJESHEXPO,EQ,351.35
RAJRATAN,EQ,680.55
RAJSREESUG,EQ,81.8
RAJTV,EQ,71.35
RALLIS,EQ,257.6
RAMANEWS,EQ,18.55
RAMAPHO,EQ,228.95
RAMASTEEL,EQ,45.25
RAMCOCEM,EQ,968.85
RAMCOIND,EQ,238.1
RAMCOSYS,EQ,307.1
RAMKY,EQ,907.75
RAMRAT,EQ,309.3
RANASUG,EQ,23.05
RANEENGINE,EQ,432.2
RANEHOLDIN,EQ,1288.7
RATEGAIN,EQ,766.75
RATNAMANI,EQ,3186.9
RATNAVEER,EQ,119.25
RAYMOND,EQ,1752.3
RBA,EQ,117.55
RBL,EQ,875.7
RBLBANK,EQ,255.15
RBZJEWEL,EQ,199.2
RCF,EQ,182.2
RECLTD,EQ,470.15
REDINGTON,EQ,173.0
REDTAPE,EQ,610.9
REFEX,EQ,709.05
RELAXO,EQ,851.35
RELIANCE,EQ,2706.15
RELIGARE,EQ,227.9
RELINFRA,EQ,215.25
RENUKA,EQ,46.75
REPCOHOME,EQ,394.7
REPL,EQ,195.45
REPRO,EQ,834.85
RESPONIND,EQ,304.5
RGL,EQ,115.75
RHIM,EQ,721.35
RHL,EQ,155.65
RICOAUTO,EQ,97.0
RIIL,EQ,1392.25
RISHABH,EQ,582.1
RITCO,EQ,249.5
RITES,EQ,684.75
RKEC,EQ,85.6
RKFORGE,EQ,736.75
RML,EQ,822.55
ROHLTD,EQ,351.7
ROLEXRINGS,EQ,2383.45
ROML,EQ,50.0
ROSSARI,EQ,777.75
ROSSELLIND,EQ,450.8
ROTO,EQ,398.95
ROUTE,EQ,1575.5
RPGLIFE,EQ,1615.9
RPOWER,EQ,30.2
RPPL,EQ,264.6
RPSGVENT,EQ,757.3
RRKABEL,EQ,1467.1
RSSOFTWARE,EQ,65.3
RSWM,EQ,210.5
RSYSTEMS,EQ,510.15
RTNINDIA,EQ,80.65
RTNPOWER,EQ,10.2
RUBYMILLS,EQ,237.6
RUCHIRA,EQ,146.95
RUPA,EQ,268.2
RUSHIL,EQ,374.6
RUSTOMJEE,EQ,692.25
RVNL,EQ,301.95
SADHNANIQ,EQ,86.95
SAFARI,EQ,1910.05
SAGCEM,EQ,269.3
SAH,EQ,115.4
SAHYADRI,EQ,413.9
SAIL,EQ,119.1
SAKAR,EQ,439.3
SAKHTISUG,EQ,29.25
SAKUMA,EQ,24.3
SALASAR,EQ,120.05
SALONA,EQ,293.1
SALZERELEC,EQ,418.75
SAMHI,EQ,182.65
SANDESH,EQ,1261.95
SANDHAR,EQ,462.15
SANDUMA,EQ,3200.95
SANGAMIND,EQ,488.25
SANGHIIND,EQ,120.35
SANGHVIMOV,EQ,766.2
SANOFI,EQ,8339.8
SANSERA,EQ,1027.2
SAPPHIRE,EQ,1424.85
SARDAEN,EQ,231.75
SAREGAMA,EQ,349.1
SARLAPOLY,EQ,64.95
SARVESHWAR,EQ,7.15
SASKEN,EQ,1413.35
SASTASUNDR,EQ,410.7
SATIA,EQ,134.85
SATIN,EQ,252.95
SATINDLTD,EQ,122.8
SBC,EQ,29.4
SBCL,EQ,567.95
SBFC,EQ,89.3
SBGLP,EQ,685.05
SBICARD,EQ,759.85
SBIETFCON,EQ,96.93
SBIETFIT,EQ,387.54
SBIETFPB,EQ,232.67
SBIETFQLTY,EQ,194.21
SBILIFE,EQ,1380.9
SBIN,EQ,612.75
SCHAEFFLER,EQ,3110.1
SCHAND,EQ,268.95
SCHNEIDER,EQ,464.1
SCI,EQ,209.25
SCPL,EQ,341.35
SDBL,EQ,278.8
SDL24BEES,EQ,118.47
SDL26BEES,EQ,118.0
SEAMECLTD,EQ,1180.75
SECURCRED,EQ,20.5
SECURKLOUD,EQ,57.7
SELAN,EQ,525.85
SEMAC,EQ,2484.35
SENCO,EQ,771.15
SENSEXETF,EQ,70.83
SENSEXIETF,EQ,789.9
SEPC,EQ,23.1
SEQUENT,EQ,134.9
SESHAPAPER,EQ,330.95
SETF10GILT,EQ,223.26
SETFGOLD,EQ,54.36
SETFNIF50,EQ,223.19
SETFNIFBK,EQ,452.85
SETFNN50,EQ,570.88
SFL,EQ,1137.8
SGIL,EQ,360.1
SGL,EQ,18.3
SHAHALLOYS,EQ,78.55
SHAILY,EQ,322.05
SHAKTIPUMP,EQ,1059.25
SHALBY,EQ,309.9
SHALPAINTS,EQ,202.35
SHANKARA,EQ,758.95
SHANTI,EQ,23.4
SHANTIGEAR,EQ,554.15
SHARDACROP,EQ,398.5
SHARDAMOTR,EQ,1332.8
SHAREINDIA,EQ,1890.3
SHARIABEES,EQ,492.75
SHEMAROO,EQ,223.4
SHILPAMED,EQ,330.75
SHIVALIK,EQ,675.35
SHIVAMILLS,EQ,107.65
SHIVATEX,EQ,140.4
SHK,EQ,173.45
SHOPERSTOP,EQ,705.0
SHREDIGCEM,EQ,117.2
SHREECEM,EQ,27948.8
SHREEPUSHK,EQ,211.2
SHREYAS,EQ,279.5
SHRIPISTON,EQ,1636.25
SHRIRAMFIN,EQ,2307.15
SHRIRAMPPS,EQ,124.3
SHYAMCENT,EQ,25.8
SHYAMMETL,EQ,677.15
SHYAMTEL,EQ,9.85
SIEMENS,EQ,4205.4
SIGACHI,EQ,78.25
SIGMA,EQ,479.2
SIGNATURE,EQ,1087.45
SILINV,EQ,425.7
SILVER,EQ,72.63
SILVERBEES,EQ,70.12
SILVERETF,EQ,70.89
SILVERIETF,EQ,72.88
SILVERTUC,EQ,684.3
SILVRETF,EQ,70.87
SIMBHALS,EQ,29.35
SINDHUTRAD,EQ,28.6
SINTERCOM,EQ,123.75
SIRCA,EQ,387.3
SIS,EQ,519.4
SIYSIL,EQ,528.45
SJS,EQ,571.8
SJVN,EQ,116.45
SKFINDIA,EQ,4597.4
SKIPPER,EQ,240.95
SKMEGGPROD,EQ,386.9
SMARTLINK,EQ,178.8
SMCGLOBAL,EQ,107.25
SMLISUZU,EQ,1298.2
SMLT,EQ,307.65
SMSLIFE,EQ,580.3
SMSPHARMA,EQ,125.0
SNOWMAN,EQ,72.15
SOBHA,EQ,1381.55
SOLARA,EQ,388.7
SOLARINDS,EQ,6508.15
SOMANYCERA,EQ,669.7
SONACOMS,EQ,585.4
SONATSOFTW,EQ,748.5
SOTL,EQ,364.0
SOUTHBANK,EQ,33.75
SPAL,EQ,602.45
SPANDANA,EQ,1045.6
SPARC,EQ,372.25
SPCENET,EQ,33.1
SPECIALITY,EQ,240.65
SPENCERS,EQ,120.0
SPIC,EQ,86.25
SPLIL,EQ,72.4
SPLPETRO,EQ,567.95
SPORTKING,EQ,800.5
SREEL,EQ,365.2
SRF,EQ,2268.9
SRGHFL,EQ,294.45
SRHHYPOLTD,EQ,591.95
SSWL,EQ,277.15
STAR,EQ,686.3
STARCEMENT,EQ,182.15
STARHEALTH,EQ,555.75
STARPAPER,EQ,254.45
STCINDIA,EQ,172.5
STEELCAS,EQ,681.6
STEELCITY,EQ,78.35
STEELXIND,EQ,14.9
STEL,EQ,297.05
STERTOOLS,EQ,385.65
STLTECH,EQ,136.9
STOVEKRAFT,EQ,443.7
STYLAMIND,EQ,1628.8
STYRENIX,EQ,1548.6
SUBEXLTD,EQ,36.95
SUBROS,EQ,691.35
SUDARSCHEM,EQ,525.65
SUKHJITS,EQ,506.3
SULA,EQ,656.9
SUMICHEM,EQ,394.2
SUMMITSEC,EQ,1324.6
SUNCLAY,EQ,1527.1
SUNDARMFIN,EQ,3547.7
SUNDARMHLD,EQ,169.1
SUNDRMBRAK,EQ,643.75
SUNDRMFAST,EQ,1270.2
SUNFLAG,EQ,233.35
SUNPHARMA,EQ,1368.3
SUNTECK,EQ,447.65
SUNTV,EQ,649.75
SUPERHOUSE,EQ,247.4
SUPRAJIT,EQ,391.25
SUPREMEIND,EQ,4014.85
SUPRIYA,EQ,309.1
SURAJEST,EQ,329.45
SURYALAXMI,EQ,75.35
SURYAROSNI,EQ,794.25
SURYODAY,EQ,163.8
SUTLEJTEX,EQ,61.8
SUVEN,EQ,108.6
SUVENPHAR,EQ,681.6
SUZLON,EQ,42.55
SWANENERGY,EQ,609.2
SWARAJENG,EQ,2265.3
SWELECTES,EQ,769.75
SWSOLAR,EQ,577.6
SYMPHONY,EQ,929.45
SYNCOMF,EQ,15.25
SYNGENE,EQ,685.3
SYRMA,EQ,600.5
TAINWALCHM,EQ,145.2
TAJGVK,EQ,260.85
TAKE,EQ,27.95
TANLA,EQ,1037.5
TARMAT,EQ,101.1
TARSONS,EQ,510.4
TASTYBITE,EQ,13633.15
TATACHEM,EQ,1005.65
TATACOMM,EQ,1716.6
TATACONSUM,EQ,1136.75
TATAELXSI,EQ,7667.15
TATAGOLD,EQ,6.2
TATAINVEST,EQ,4543.3
TATAMETALI,EQ,1047.55
TATAMOTORS,EQ,811.85
TATAMTRDVR,EQ,537.95
TATAPOWER,EQ,365.1
TATASTEEL,EQ,133.75
TATATECH,EQ,1144.55
TATSILV,EQ,7.1
TATVA,EQ,1365.3
TBZ,EQ,130.5
TCI,EQ,853.15
TCIEXP,EQ,1327.75
TCNSBRANDS,EQ,400.6
TCPLPACK,EQ,2137.95
TCS,EQ,3810.3
TDPOWERSYS,EQ,271.4
TEAMLEASE,EQ,3031.35
TECH,EQ,37.87
TECHM,EQ,1322.05
TECHNOE,EQ,802.5
TEGA,EQ,1146.4
TEJASNET,EQ,771.2
TEMBO,EQ,287.05
TEXINFRA,EQ,119.55
TEXMOPIPES,EQ,81.1
TEXRAIL,EQ,210.75
TFCILTD,EQ,199.95
THANGAMAYL,EQ,1342.8
THEINVEST,EQ,160.4
THEJO,EQ,1857.4
THEMISMED,EQ,226.15
THERMAX,EQ,3115.1
THOMASCOOK,EQ,173.25
THYROCARE,EQ,625.35
TI,EQ,238.75
TIDEWATER,EQ,1392.7
TIIL,EQ,2384.9
TIINDIA,EQ,3987.9
TIJARIA,EQ,6.45
TIMETECHNO,EQ,176.2
TIMKEN,EQ,3299.9
TIPSINDLTD,EQ,408.55
TIRUMALCHM,EQ,240.05
TITAGARH,EQ,1112.8
TITAN,EQ,3770.2
TMB,EQ,502.25
TNIDETF,EQ,77.59
TNPETRO,EQ,101.6
TNPL,EQ,303.6
TNTELE,EQ,12.2
TOKYOPLAST,EQ,117.0
TORNTPHARM,EQ,2473.4
TORNTPOWER,EQ,1000.8
TOTAL,EQ,127.95
TPLPLASTEH,EQ,61.0
TRACXN,EQ,113.65
TREEHOUSE,EQ,23.5
TREL,EQ,55.75
TRENT,EQ,3231.8
TRF,EQ,243.8
TRIDENT,EQ,45.4
TRIGYN,EQ,162.75
TRIL,EQ,368.9
TRITURBINE,EQ,385.8
TRIVENI,EQ,330.3
TRU,EQ,76.15
TTKHLTCARE,EQ,1454.8
TTKPRESTIG,EQ,778.55
TTL,EQ,105.7
TTML,EQ,91.0
TV18BRDCST,EQ,64.25
TVSELECT,EQ,352.25
TVSHLTD,EQ,7848.65
TVSMOTOR,EQ,1941.1
TVSSCS,EQ,195.2
TVSSRICHAK,EQ,4534.6
TVTODAY,EQ,232.0
UBL,EQ,1842.25
UCAL,EQ,160.55
UCOBANK,EQ,41.2
UDS,EQ,344.9
UFLEX,EQ,466.7
UFO,EQ,153.1
UGARSUGAR,EQ,79.6
UGROCAP,EQ,275.75
UJJIVAN,EQ,550.8
UJJIVANSFB,EQ,54.65
ULTRACEMCO,EQ,9969.35
UMAEXPORTS,EQ,60.9
UMANGDAIRY,EQ,83.85
UNICHEMLAB,EQ,452.95
UNIDT,EQ,276.05
UNIENTER,EQ,157.7
UNIINFO,EQ,33.0
UNIONBANK,EQ,140.35
UNIPARTS,EQ,564.1
UNITEDPOLY,EQ,98.2
UNITEDTEA,EQ,323.85
UNIVCABLES,EQ,490.55
UNIVPHOTO,EQ,404.85
UNOMINDA,EQ,684.15
UPL,EQ,537.3
URAVI,EQ,288.4
URJA,EQ,23.75
USHAMART,EQ,353.5
USK,EQ,46.4
UTIAMC,EQ,858.8
UTIBANKETF,EQ,45.42
UTINEXT50,EQ,57.23
UTINIFTETF,EQ,229.9
UTISENSETF,EQ,762.66
UTISXN50,EQ,69.19
UTKARSHBNK,EQ,58.15
UTTAMSUGAR,EQ,355.5
V2RETAIL,EQ,340.7
VADILALIND,EQ,2895.15
VAIBHAVGBL,EQ,514.3
VAISHALI,EQ,181.05
VAKRANGEE,EQ,22.85
VALIANTLAB,EQ,192.75
VALIANTORG,EQ,489.85
VARDHACRLC,EQ,62.9
VARROC,EQ,514.35
VASCONEQ,EQ,86.25
VASWANI,EQ,30.85
VBL,EQ,1257.4
VEDL,EQ,263.6
VENKEYS,EQ,1968.05
VENUSPIPES,EQ,1426.35
VENUSREM,EQ,373.65
VERANDA,EQ,283.05
VERTOZ,EQ,797.6
VESUVIUS,EQ,3495.4
VETO,EQ,122.75
VGUARD,EQ,293.35
VHL,EQ,3256.4
VIDHIING,EQ,409.65
VIJAYA,EQ,648.0
VIJIFIN,EQ,2.3
VIKASECO,EQ,4.2
VIKASLIFE,EQ,7.5
VIMTALABS,EQ,427.6
VINATIORGA,EQ,1684.45
VINDHYATEL,EQ,2453.2
VINYLINDIA,EQ,427.2
VIPCLOTHNG,EQ,45.35
VIPIND,EQ,555.0
VIPULLTD,EQ,16.5
VIRINCHI,EQ,38.15
VISAKAIND,EQ,126.4
VISHNU,EQ,321.65
VISHWARAJ,EQ,16.6
VLEGOV,EQ,71.2
VLSFINANCE,EQ,214.4
VMART,EQ,2073.5
VOLTAMP,EQ,7180.3
VOLTAS,EQ,1005.2
VPRPL,EQ,213.55
VRLLOG,EQ,719.1
VSSL,EQ,213.15
VSTIND,EQ,3497.0
VSTTILLERS,EQ,3341.75
VTL,EQ,397.05
WABAG,EQ,604.35
WALCHANNAG,EQ,174.25
WEBELSOLAR,EQ,328.6
WEL,EQ,341.75
WELCORP,EQ,578.8
WELENT,EQ,332.2
WELSPUNLIV,EQ,137.4
WENDT,EQ,12713.8
WESTLIFE,EQ,827.95
WHEELS,EQ,706.65
WHIRLPOOL,EQ,1317.0
WINDLAS,EQ,484.55
WINDMACHIN,EQ,77.75
WIPRO,EQ,470.0
WOCKPHARMA,EQ,453.95
WONDERLA,EQ,851.6
WORTH,EQ,119.25
WSI,EQ,118.0
WSTCSTPAPR,EQ,726.85
XCHANGING,EQ,110.7
XPROINDIA,EQ,1173.05
YASHO,EQ,1638.2
YATHARTH,EQ,380.0
YATRA,EQ,171.6
YESBANK,EQ,24.85
YUKEN,EQ,693.65
ZAGGLE,EQ,216.5
ZEEL,EQ,163.2
ZEEMEDIA,EQ,14.05
ZENITHEXPO,EQ,153.5
ZENSARTECH,EQ,575.95
ZENTEC,EQ,726.0
ZFCVINDIA,EQ,16715.2
ZIMLAB,EQ,109.0
ZODIACLOTH,EQ,130.1
ZOMATO,EQ,136.15
ZOTA,EQ,492.75
ZUARI,EQ,244.5
ZUARIIND,EQ,294.0
ZYDUSLIFE,EQ,736.5
ZYDUSWELL,EQ,1601.7
